,title,comment
12340,남친한테 어떨때 사랑을 느껴 말 제외.,온 신경이 나한테 가있을때.
8648,1박2일 여행 강릉 경주 전주 용인 중에 골라주라.,강릉.
35245,소개팅 첫 만남에서 별 느낌 없으면 걍 애프터 거절해.,극혐만아님 삼프터까지 보긴해.
33157,사람 꼭지돌게 만드는 사람 만나본 친구.,왜사겨.
25367,남친 일어나기 전에 카톡으로 보내놓고 차단하는건 존나 쓰레기야.,왠만해선 얼굴 보고 헤어지는게 맞지.
1580,좋아해줘.,너가 이미 좋아한다는데내 상대도 나 이미 좋아함 우린 이미 이뤘어.
26566,조선족 어따비벼.,존나 싫어.
14638,길에서 번호 물어봤는데 주는 건 좀 그래서 걍 내가 그사람 번호 받았거든 나쁘진 않아서.,그 사이에 누군지 까먹었을 지도.
14430,아프고 바쁠때 연락 소홀한건 그렇구나 해야겠지.,ㅇㅇ.
27014,20대 초반에 만나서 1~2년 사귀고 결혼하면 어때.,빠르지.
3240,나 쫌 속물인걸까.,다그런거아니겠니.
14837,좋아하면 무조건 티나게 되어있지.,응 티 안내려고해도 티가 나지 싶어.
10354,아직 어린 아기 있는 유부친구들 있을까 친구관계 고민.,친구가 산후우울증인거고 친구이 별로 안섭섭한거라면 그냥 기다려줘 건강해지면 다시 연락 줄거임.
20216,소개팅남이랑 가능성이 있는건지 잘 모르겠어ㅠ.,호감빼박이니까 그냥 만나자할때 다 나가서 만나.
15270,친구들은 이거 이해할 수 있어.,남친만 남는거지 섭섭해도 뇌에 힘주고 이해해보려할듯.
3024,남친이 전날 술먹고 한 말 기억 못하면 어떡할거야.,기억 안나냐고 물어봄.
7869,관심남 행동 하나하나에 의미부여하는거.,솔직히 그거 그냥 객관화 안되는게 정.
19913,나 남친이랑 그림체 진짜 똑같은데.,원래 닮고 비슷해야 잘 맞는거잘 사는거랬음 .
24056,새벽3시에 전남친한테 연락옴.,ㅈㄴl.
18273,하짜증난다 이상황.,결혼은 신중해야혀 부모님은 고를 수 없지만 배우자는 고를 수 있어.
9358,소개팅 약속 장소 정하는데 톡 텀도 길어서 빡치는중.,깰거면 스트레스 덜 받게 빨리 깨고 안 깰거면 짱나니까 그냥 중간지점 아무 카페 찾아서 여기 어떠냐고 통보 ㄱ.
5337,바람과 성욕은 어느정도 관계가 있다고 생각해.,있다고 생각해 성적 이끌림으로 바람을 피는 경우도 있잖아.
2611,친구랑 헤어질때도 더 멀리가야하는 사람 먼저 집에보냄.,ㄹㅇㅇㅏ님 정말 꼭 먼저 타고가야한다면나 갈게 인사라도 잘 하고 헤어짐 ㅜㅜ.
9930,3주째 주말에 못 보고 있는데.,왜사겨.
10755,오늘 소개팅룩 골라주라111222.,오늘 더워.
2050,유부친구들아 걸혼할 사람은 달라.,아니 없으면 안되겠다 말고 그냥 별일 없으면 이 사람이랑 사귀다가 결혼하겠네 싶었어 만나면서 심리적으로 안정되고 딱히 헤어질 이유가 없어서 그냥 이대로 이 사람이랑 평생 같이 가는게 자연스럽게 그려졌어.
11713,보통 남친도 명절 선물 줘.,얼마나 만났는데.
25875,드레스투어때 화장하고 가야해.,아무래도.
1567,썸 끝났어! 헛헛하고 후련하고 그래.,당연히 그사람보다좋은사람 너가한테 올거야.
32701,근데 이혼하고 바로 연애 가능해.,사람은 사람으로 잊는거지뭐 이혼했으면 상관없다고봄.
36036,남친이랑 공통점 나보다 많은 사ㅋㅋㅋ.,아버지들의 계략 아니여.
30754,애더라! 친구부부 집들이 선물로 이거어때보여.,오 이거 웨촬 소품으로 쓰는 사람들 있던데! 괜찮은 것 같아!.
32317,커플링 맞추면 보통 어느쪽에서 내.,난 300일내생일 3일간격이라 남친이 선물로 다 사주기로 함 원래는 반반으로 하려고 했었음.
18994,우산같은거 주면 돌려받음.,엥 당연히 돌려줘야.
8076,결정사에서 길캐도 해 들어본적 있어.,길캐는 모르지만 그런거 하는 알바 있다고는 들음.
14206,아파서 요양중인데 자기 화났다고 연락 계속 없는거 참 슬프네.,너가 화나게 만든거라면.
6314,유부친구들 도와줘 결혼얘기나오는데 재산이나 연봉 오픈하지언제해.,음 난 결혼전에 순진해서 다말했는데 약간 후회했긴햇지만 솔직한게 또 맞는거니까 ㅎㅎ.
9091,케이크 안좋아하는 남친 생일때 뭐해줘야할까.,걍 존나 비싸고 맛있는 밥.
5472,뭔가 머리 엄청 긴 여자한테 끌리는데 이유가 뭐지.,여성스러우니까.
16923,너넨 애인이랑 카톡으로 무슨 얘기해.,일상공유.
30246,남친 생일선물로 옷이나 신발 하고싶은데 추천 부탁해.,폴로 셔츠.
28190,근데 결혼으로 하자 유무 판단이 가능한가.,결혼했다고 완벽남이란게 아니라 걍 괜찮은 애들은 서로가 빨리 데려간다는거지.
23166,아근데 뭐든 나이가 먼상관인지 모르겠어.,내말이.
6144,얘들아 운전할 때도 친구들이랑 연락한다고 폰 잡고있는 남친 어때.,이런 거 안 맞으면 오래 못만남.
9078,se2랑 8이랑 뭔 기능적 차이가 심해.,없어.
24272,공적으로 계속 봐야하는 사이인 사람이 너무 좋으면.,절대 안하지.
10712,5개월 해외롱디 오늘 남친 한국 오는 날인데.,아니 한국 오는 건 맞아.
470,난 여사친없는 남자가 이상형이야.,ㄹㅇ 노잼인간이라도 여사친없는 남자가 좋음 나도 남사친 없단마랴.
37315,난 초콜렛 줘도 결국 내가 다 먹음.,개이득.
9007,운동하라는 말 내가 예민한거지.,170에 53이면 연예인 체중인데 남자가 바라는게 많네;.
13000,남친이 나 진짜 사랑하는건 알겠는데 표현 안해주는거때문에 지칠까겁나.,대화해봐바 좀 노력해줄수잇냐구.
9962,급해 관계 4일 후에 피 나오는데.,임신으로 착상혈이 나오려면 최소 관계 78일은 되어야 해지금은 부정출혈일거야.
8811,일부러 전남친 좀 잊어보겠다고 새로운 사람들 만나고 왔는데.,요즘의 나같네 새로운사람 소개팅하는데 잠잠했던 마음이 뒤집어지고려 보고싶고 후회되고 후폭풍 오는거같아.
30601,다른 글 너으로 착각당해서 갑분욕먹어봤니.,너 ㅇㅇ던애지이러면서.
31415,남자쪽 여자쪽 둘다 어머니만 계시면 어떨까.,어떨게 있나 챙길때 신경 덜쓰일듯.
4813,남친 생일선물 땡겨서 사주면 어때.,생일선물 땡겨서 사주면 결국 당일에 또 작게든 적당하게단 챙기게 되긴 해.
35944,애인한테 나의 밑바닥을 들키면 어떨 것 같아 술버릇 관련해서.,1차원적 대응은 쪽팔려서 애인과 헤어지는 것이고생각이 있다면 술을 끊겠지 주정은 고쳐지는 게 아니거든.
10925,5천도 지원못해주면 흙흙수저야.,아뇨 0으로 지원하는 사람들도 결혼함 본인돈으로.
20473,100일인데 그전날까지 기념일인거 몰랐다면.,기념일 별로 신경 안 쓰는 거일 수도 있지친구이 말해봤는데도 까먹은거면 좀 ㅠㅠ.
32021,남친이 자꾸 나 정도면 상타치지 막 이러는데 반응을 못해주겠어.,남친키가160이라고.
8572,나한테 호감 없는거같은 소개남이랑 연락 어케 접지.,그냥 씹으면 될 듯.
16255,30대 소개팅룩은 무조건 페미닌하게.,ㅇㅇ 좀 차분분위기 있는게 젤 좋더라.
1921,남친 가다실 맞는거 내가 보태줘야하는게 예의야;;.,어이없네.
37327,보통 눈에서 꿀 떨어지는건 얼마나 가.,ㅅㅂㅅ 100일도못가는사람있고 10년가는사람도잇고.
19065,아씨 짝남보고싶다.,풋풋하고 좋다.
26685,아니 썸남이랑 나는 근비대가 목적이라 ^^ 이런 이야기 주고받는데 맞는거임.,썸 맞.
10229,나 급발진인지 인정인지 좀 봐쥬ㅓ 젭발 급해.,그랬더니 일 하는 사람한테 할 소리녜 겨우 한 번 연락 안된걸로 예민하게 군대여기서부터 글렀다 ㅠㅠ친구 급발진 전혀 아님.
6996,썸남이 보톡스 맞고 쌍수하고 꾸미는거 좋아하는건 어때.,안꾸미는것보다 훨씬 좋음.
36903,실제 몰카 피해 장소가 거의 남친 자취방이라는 소리를 들었는데.,남친 자취방 아니면 모텔이지근데 ㅅㅅ는곳도 대부분 두군데잖아.
13761,계절 바뀌니까 헤어진게 더 속상해.,새로운 사람과 새로운 계절 맞으려고.
12976,상견례 분위기는 그닥인데 음식이 개존맛 vs 분위기는 개좋은데 음식이 별로.,상견례는 어차피 음식 제대로 먹지도 못함 222.
28098,20대초 동갑커플인데 남친이 군대에 있는데 생일선물.,군대에서 캘빈클라인은.
16181,밥 먹자고 상사분이 연락왔는데 뭐라고 거절할까.,그날 데이뚜 있다고해.
32745,국내여행 어디가좋을까!!.,경주 속초 전주 셋다 차없어도 ㄱㅊ어.
27200,저중심브라 추천해줘ㅠ 반컵브라.,난 그래서 걍 천브라 써 오끌레르 찾아봐.
28035,친오빠랑 동생 같은 관계에서 썸 연인 발전 가능해.,안될게 뭐야 두 사람 의사가 제일 중요하지.
28494,썸녀 이상형 찰리푸스 장기하 라고함.,찰리푸스는 모르겠고 장기하는  뭔가 헐랭해보이지만 똑똑하고 본업도 존잘인 키도 크고 두툼하니 남자다운 매력도 있고 그런 느낌인가.
35686,삶의 낙이 날 안 만날땐 술인 사람 만날 수 있어 실수만 안한다면.,싫어.
36730,썸남한테 몸 안 좋다 하니까.,차라리 초반부터 까는게 나중에도 편해 .
8066,남친이 꽃을 사왔는데 안예쁘고 싸구려같음.,ㅁㅊ 2만원도 안하는 꽃다발 사와놓고 데이트비용 없다는건 뭐야 생색내기 농담인.
14747,400벌면 월300씩 저축해서 빨리 집사서 나한테 프로포즈 해야지.,막댓 보니까 나도 이렇게 생각이 되네 .
13074,매달 총 생활비 얼마써 이십후반 친구들.,나 150 넘게쓰는데 조용히 백스텝할게.
573,친구들은 현재 애인이 사귀기전에.,다 소개팅이라 걍 처음본날부터느껴지던데.
25532,피임약 두팩 연달아먹는거.,나는 두팩 이어먹다가 피나서 걍 안먹음.
925,남자친구 존나빡치는데 내가 예민해.,과정을 보면 급발진이 전혀 아닌 대체 저지경이 될때까지 남친이 한게 뭐래 존나 답답하고 짜증난.
33294,15 산부인과 조직검사 후기.,나도 9가 다 맞았는데도 걱정 ㅠㅠ 올해 건강검진 받아야지 다들 조심하고 검진 꼬박꼬박 받아야해ㅠㅠ.
33434,난 소소한기념일 안챙기는데도 오늘 서운한친구들 이해되는데.,내 애인이 되돌려줄 지 아닐 지 사귀면서 이미 알지 않아.
33130,비수기에 웨딩홀 대관료 0원인 홀 많음.,ㅇㅇㅇㅣ시국이면 더많지.
36711,남자동기 무슨심리일까.,그러게 뭘까 함 물어봐.
34455,방금 헤어지고 보고싶어서 운다.,그러다 결혼하더라.
6312,오늘 혼자 시간 보내야하는데 뭐할까 ㅠㅠ.,영화보고 놀숲가.
25016,남친이랑 대화할 때.,끊을때마다 톡 쳐! 난 남친이 끊으면 바로 째려보.
31344,손예진 현빈은 결혼 준비할때 행복했겠지.,모르지.
3874,그냥 저친구은 우정이 뭔지 알기나 할까 궁금함.,그 친한친구보다 애랑 남편이 중요한거지.
18407,피임잘못했을때 리스크는 100% 여자임.,그거 무섭드라 유튜브에서 봤는데 딱한번 원나잇에 노콘했다가 덜컥 임신되버리고 남자한테 연락하니까 무슨 돈뜯어내는 사기꾼취급받고 이상하지않냐 딱 한번했을뿐인데 그게 왜 임신이되냐 딴남자랑한거아니냐 이러고 결국 못볼꼴다보고 중절하고 부모님가슴 문드러지고.
26708,통화중일때 누가 나한테 전화걸면 나한테도 기록이 떠.,그거 부가서비스 신청하면 뜨던데.
12234,결혼 생각하는 사람이 돌싱인데.,순서를 다르게해봐돌싱인걸 말하고 보여주지말고 먼저 보여주고 만나게한 후 사실은 돌싱이라고 해.
16760,40대50대 싱글이신 분들은 대부분.,여자들은 확실히 그런 것 같은.
36807,난 남한테 관심없어도 스킨쉽은 시강이던데.,ㄹㅇ.
11254,그 모임 공간에있던사람중에 젤예뻤다고하면서.,어장.
17855,전남친이 블로그에 나랑 서울 여행 간 거 포스팅 했는데.,지.
19213,결혼 날짜는 언제 잡는거야 그리고 이런저런 질문.,정확한 날 정하는 건 상견례 때.
16034,남친이랑 여행갈 때 생리하면 피임약 먹어서 생리 늦추니.,난 ㅇㅇ.
26179,나 왜 떨리는지 말해줄사람.,떨리면 성공한대 화이팅.
2657,2년 사귄 첫남친이랑 헤어졌다.,금방 지나갈거고 뭐든 경험이 되는거니까 후회도 연연도 하지말고 앞에 있을 새 인연 향해서 힘내보자 너는 더 좋은 사람 만날 자격이 충분하니까!!.
25591,얘네 연애하는거같지.,헐넘귀여워 ㅠㅠㅠ애기들도 이쁘겟다 트리플치즈.
18812,경험많은 결혼적령기 여친구들아 솔직하게 이야기 해줬으면 좋겠다.,나를 진심으로 사랑하기 보다는 나를 결혼상대로 맘에 들어하는 느낌 친구이 이미 정확히 알고있는거 같음.
18565,참 결혼준비는 선택의 연속인것같아.,마쟈 돈있으면 고민 좀 덜해도 되는건데 .
6803,전남친이랑 찍은 사진 정리하다가.,아 맞아 빨리 기술이 더 발달해서 사람 흔적도 없이 지워졌으면^^ㅎㅎ.
15927,사귄지 3일만에 장거리.,평소에 이시간에 안자는 편이면 전화해보는게 좋을거 같아 말만 들어도 짜증나네 미리좀 말해주지ㅜ.
30222,나는 연애하지 말라고 누가 고사지내는 거 같음.,내얘기네우리 언제 연애하니.
3295,다음달에 여행가기로했는데.,하기싫으면 안해도됨 그치만 상대방은 생각하고있을수도.
21004,ㅈㅍㅁㅇ 저번에 생일선물 친구인데a.,지났지만 생일 축하해~! 행복한 연애해랏.
29065,30초남자 3만원정도 선에서 가벼운 선물 뭐있을까.,생필품.
4210,전남친때문에 억울하고 분하고 막 그런데 어떻게 극복해야돼.,전남친이 의도한게 딱그거같음 욱해서 답장하게 만들기글고 내용안뜨게 그냥 차단해버령.
9788,25모쏠인데., 걍 동아리나 아님 모임같은데서 자연스럽게 만나면되겠네친구사이에서 연인사이로 발전하는 것같은거.
14317,남자친구가 미친 맛집 수집가라 너무 행복해.,부럽다ㅠㅠ.
3784,친구들아 고민 상담좀.,300이면 너무 큰데.
2759,애프터 전에 선톡 내가 하는거 상대방이 부담스러울까.,ㅇㅇ 어느정도 호감표현이지 그래놓고 애프터후에 아닌거같아ㅎㅎ 하면 이상해질테고.
20336,다들 여름휴가 남친이랑 어디 가기로 했어.,시드니!!.
20499,고민하다가 소개팅 깨려고다들 외모는 어느정도 넘길수있어ㅠ.,깨는건 도저히.
11873,하 썸인줄알았는데 짝사랑인거 같아서 너무 힘들어.,글만보면 해외라서 어장 존나치는거 같아보임저중에 살아있는 여자랑 국내 들어오면 사귀던 뭘하겠다 그런느낌으로 전부 다 여지주는듯.
9933,싸워도 헤어질 마음 업다는거 있잔아.,난 그냥 물어봐 헤어질 고민하느냐 내가 싫어졌나 물어봐.
22950,적극적으로 당겨도 반응없는 연애.,저런 사람은 연애 왜 하는지 모르겠어그냥 혼자 편하세 놀지.
13123,생일선물로 핸드폰 별로야.,아니 근데 비싸잖아.
2174,그 남친 암 관련글 쓰던 친구 또 글씀.,오늘은 안 쓴거 아님.
17136,남자친구가 나한테 관심이 없어지고 성의가 없어진거 같아.,친구이 새로운 취미를 찾아서 눈길을 돌리는 게 중요할 듯남친은 일단 두고 재미있는거 얼른 찾아나서봐.
28765,관심있는 사람 생겼는데 지금 내 모습이 너무 엉망이라서 대쉬 못하겠어.,트레이너.
2239,성때문에 사람 싫다는거 처음ㅋㅋ.,것도 언니가싫어해서 자기더싫.
10430,나 선물에 돈 안아끼는데 사줘 이러면 급 해주기 싫어ㅋㅋ.,난 남자가 이거 사줘라는 말을 하는걸 한번도 겪어본적이 없는데 사달라그럼 뭐지 싶을거같음.
9371,요일 정해놓고 만나는 친구 있음.,목 토 자주만나 친이 목요일이 그나마 여유로워서ㅠ.
26562,지금 이혼가정 애인한테 차인애 있는듯.,ㅅㅂㄱㅇㄱ.
27749,만약에 애인이 있어.,환승.
16613,둘만있을때 뽀뽀 키스 다들 어느정도해.,나도 본문처럼 .
8561,원래 뚜벅이들은 대부분 남친이 안데려다주나.,막차시간때까지 놀때 빼고 항상 데려다줬는데 미안하네;;;; 이번주는 빨리 보내야겠다.
33223,헤어지고 싶은데 헤어지기가 너무 힘들다.,빨리 정리하고 빨리 잊자잡고있을 필요가 없음.
37457,갑자기 어젯밤에 통화하다가 너무 보고싶다고 울어버림;.,나도 너무보고싶을때 울뻔한적있었어 ㅎㅎ 공감간다.
10205,나 진짜 너무 궁금해서 그럼.,원래 약속대로 해야지;;.
35336,인스타 디엠으로 만나는거 흔해.,흔할리가.
8837,남친이랑 데이트 갔다가 우산 없어서 비맞음.,로맨틱하다.
37534,모솔인데 연애 어케 하는거니.,너무 모든걸 다 보여주는거 아님.
21573,애인생일 10일뒤가 백일인데 편지 한번으로 끝내도되려나.,엽 편지랑 뭐 그냥 꽃한송이처럼 작은 선물 하나 주면 좋아하지않겟닝.
4008,남친한테 간단히 선물할거 추천좀 100일빼빼로.,향수.
24938,친구들 마음의 크기에 따라 행동도 다름 다르면 어떻게 다름.,난 애정이 식으면 데이트도 재미없고 스킨십도 그닥이더라카톡도 재미없게 하게 되고.
13934,갑자기 남친 보고싶어서 움.,ㅠㅠ빨리 나아 아푸지마 너가.
31788,세살차 이상 연하 만나는 여친구들.,앙 그ㅑ냥 연하라고 생각안하고 남친이니가.
4595,동생이랑 별로 안 친한데 그럼에도 불구하고 애 둘은 낳고 싶음.,우리집은 셋인데 사이 좋아서 더 공감됨 둘 이상은 낳고싶어.
21386,남친이 나보고 일반인 유튜버 자꾸 닮았다 그러는데 엿먹이는 느낌임.,누군데.
25369,여행 경비 보통 어케 해.,식비 유류비 등 다른거 부담해~.
10236,남친 너무 바쁜데 시간될때 전화해달라하면 좀 부담일까.,자기~ 목소리 들은 지 며칠 됐다오늘은 자기 전에 통화 잠깐이라두 하자~ 하면 알아서 시그널 주지 않을까.
31791,참다참다 헤어졌는데 홀가분하면서도 이제 아주 가까운 내 편나를 응원해주고 힘이 되어줄 사람이 없다는 사실때문에 너무 공허하다.,나를 응원해줄 사람이 그사람만 있는 건 아니었을거야 부모님 친구도 있었을 거 같고 혹 없었더라도 다시 날 응원해줄 사람을 찾음 되지 그리고 날 응원하는 사람은 나이지 않을까 싶다 파이팅.
6518,연하 짝남이랑 서로 존대하는데 호칭이 설레.,그냥 짝남이 누나라고 하니 설레는거 누나라고 부르는 남자는 많을거잖아.
3793,이거 호감인가.,걍 인싸인듯.
34004,근데 진짜 현실적으로 자기랑 다른 후보 찍었다고 남친이나 지인 손절하는 게 가능함.,난 그랬었음 이번 아니고 예전 남친 근본적으로 가치관이 다른 거야 왜 투표뿐이라고 생각.
13832,낼 남친 생일인데 ㅠ 도와줘.,남친 평소에 제일 좋아하믄 음식 뭐야 나같으면 간단하게 일단 그거 먹으러 갈듯! 글고 주말에 멋진데서 축하하자 이럴거같애.
23379,어제 데이트룩으로 이거입었는데.,나같아도 환장할듯 언니 존녜.
30708,헤어진 사이 인스타 맞팔 끊는다 vs 안 끊는다.,11.
20103,진짜 결혼 준비하는데 양쪽 어른들 때문에 서터레스.,시엄마가 그러는거보다 낫다하고 해야지ㅜㅜ.
35380,슬슬 결혼 전에 인사 드리려고 하는데.,근데 인사 드리는 날이 밀리면 상견례도 밀리구 식장 잡는 것도 밀리는거 아냐.
11789,오마카세 가봤는데 난 진짜 내스타일 아닌듯.,홀 오마카세 배부른디.
17455,나는솔로 이번 최신화 보는데 옥순 왜저래.,하 몰라 이번기수 진짜 보고 육성으로 왜저래 소리 나옴.
33234,이혼하면 관계에 트라우마 생기기도 해.,당연함 남친이랑만 헤어져도 울고불고 하는데 이혼은 얼마나 더 큰 충격이겠어.
21097,선물로 커플티 괜찮겠지.,도 아무날아닐때 티나 맨투맨 여러번줬는데 야무지게입더라.
27426,짜증나게해놓고 자기가 잘못한거있냐고 물어봄.,쯔증는다 즌쯔.
34581,연애는 외모가 다가 아닌가봐.,당연.
35774,너네 드라마 캐릭터 진짜 이상형인적 있어.,용식이ㅠㅠ.
3754,이거 썸맞지.,웅 너무나 썸.
4412,에프터 전까지 매일 카톡 했어 할말 없는데.,나 아예 안 함! 약속 잡을 때 말곤.
9200,너네 남들은 다 좋아하는데 너네만 안먹는 음식 있냐.,돈까스.
35890,깊티로 케익샀다고 화낸건 그 전에 뭔가 더 있었을수도.,너도 미리 괜찮냐고 물어봤잖음 그거만이라도 너도 안 괜찮을 수 있다고 생각하니까 물어본 걸 거 아님.
28598,돈 안쓰는 남친.,헐 진짜 깬다 왜 사귐.
6402,사람 무의식이 진짜 무섭다 15년도 더 지난 중학교때 연애 트라우마가 현재 연애애까지 영향을 미쳐.,모쏠만나는게 깔끔할 근데 별개로 상담은 받아봐.
26644,나는 내가 밥은 항상사고 이외 나머지는 다 남친이 냄.,먹짱님 최고베스트메뉴 공유졈.
31457,나한테 무성의하다는 남친.,그냥 존나 잘삐지는 삐돌이 같은데.
31328,너네는 이런 상황에 화나.,뭐 엄청 죽을 죄 아니면 할 수 있지 않을까.
22001,이런 연애 어때.,그냥 너네 좋으면 됐지 나는 연락 자주 하는 연애를 조아함! 근데 이건 그냥 내 성향이니.
17897,나그래서 걍 아저씨라고 부름.,친한데 왜 죽어도 하기 싫은거 그냥 궁금해서.
24426,연락도 잘 안 하고 데이트도 그냥 대충 시간만 보내려고 하면~.,응 버려.
16635,연애하면 기분이 원래 이럼.,첫연애면 더 그러는거 같 생각을 비우는 것도 도움 됨.
19680,소심이들끼리 썸타는거 첨인데.,소심한 적극이들끼리 만나나보당 ㅎ.
23847,전애인 차단 언팔해.,게시물 스토리 다 숨겨놓고 팔로는안끊음.
15427,장거리친구들중 격주로 만나는 친구들 있어.,계속 먹고있어서 상관없는데 몇일차이로 휴약기때 보는거면 더 먹고 미룸.
32060,얘들아 소모임이 좋은 거 같아 프립이 좋은 거 같아.,프립 처음들어봐.
4251,헬창이라는 단어 좀 그러면 헬짱이라고 해바.,엽다 친구.
23801,친구들아 남친 바람같은데 내가 어떻게 해야할까.,미친그 사람한테 확인하고 말 안하고 헤어질래그럼 어차피 쟤 귀에 들어갈 거 아냐;.
4168,친구들은 전남친 흔적 있는 사진 다 지워.,전남친이 찍어준건 안 지워.
25521,나이 차 많이 나는데 연상인 친구들 애인 감당 가능해.,내가 결혼생각이없어서그런가 아무렇지도않은데.
10356,게임플은 왜 온거야.,누군가 게임하는사람 믿거라고 해서게임이 왜 뭐가문제지아니 근데 게임중에서도 RPG 하는사람들은 그런일 많은거 팩트자나아니 그런사람은 어디나 있지 일반화 ㄴㄴ 해더러워이런일들이 있었지.
2096,나는 저 김장너처럼 살아야한다는 댓글도 핀트 어긋나보임.,ㄹㅇ; 자기 할말하고 사는거 누가 뭐래 남들 상황 다다른거 고려도 못하고 왜 못해이러니 욕먹는거지.
27832,장거리 남친 한달에 한번 겨우 보는데 이번에 못보게 되서 서운해.,친구도 알고 있듯이 남자가 친구 좋아하는 마음이 딱 거기까지 인것 같다ㅜㅜ 게다가 매번 친구이 와주는 고마움까지 모르니 안타깝네ㅜ.
18058,나시는 노출햇다는 느낌들어.,아무래도 살이 많이 보이니까  근데 어깨끈 부분 두껍고 암홀이랑 넥 부분 많이 안파이면 괜찮더라 !.
22429,바쁜 사람은 결국 바쁜 사람끼리 연애하게 되더라.,그런 경우는 주변에 있는 사람 만나는거아닌가 새사람 만날 시간도 없어서.
5789,해외 장거리중인데 남친 잘때 나는 카톡 막 남기거든 마카롱각.,몸 아파서 저러는건 이해되는데 평소에도 항상 저런식이면 서운해 .
13828,남자입장에서 기다려 주는건 어떤 의미야.,존심이고 뭐고 그냥 당연한걸 못하는 기분이지.
2016,소주두병반에 맥주반병 정도 까진 정신줄 붙잡고 있을수 있고.,양주로 테스트해봥.
36100,내가 좋아하는 사람 보다 날 더 좋아해주는 사람 만나는게 더 나아.,취향차이.
144,사귄지 50일인데 자주 싸워ㅜㅜ.,3주 전인데 아직 안 샀어!!!.
35103,친구들아 내 남친 말을 너무 이쁘게 함.,햄볶아.
21978,소개남이 골라오는 가게마다 맘에 안들어서 내가 가게 다시찾는데.,센스없고 자기먹고ㅇㅇㅡ거.
5900,자차로 왕복 두시간거리면 장거리야.,퇴근하고도 갈 수 있는 정도.
4822,비밀연애하는데 베스트 답변이 뭐야.,저 그냥 혼자 지내는게 너무너무 재밌어요! 남자 없는게 좋아요!ㅎㅎ친이 제 인생에 필요가 없어ㅎㅎ.
24950,나도 30cm 넘게 차이 나고 싶다.,너가보다 아래도 가능.
29489,명품1도 관심 없는 사람.,ㄹㅇ 사회생활 하는 이상.
6137,연아 결혼식 보니까 나도 또 결혼하고 싶ㅋㅋ.,와 나랑 정 반대다 나는 진짜 얼른 끝났으면 좋겠었는데 좋았던건 드레스 투어할때뿐이었음ㅠㅠ.
26044,나와 MBTI 잘 맞는지보다 그 사람 인성이 더 중요함.,정말 당연한거아닐까.
4669,소개팅 하자마자 애프터 바로 만났고 플러팅도 많이 했는데.,그럼그럼ㅠㅠ 나는 사프터까지 가서 곧 관계정립하나 생각했는데 쫑났음.
9505,대학 연애 4년을 했는데 모쏠같은건 뭐냐.,4년 연애가 모쏠이 되는 마법.
18619,친구들은 어떨 때 자신이 상대를 좋아한다는 걸 알아차려.,그냥좋을때.
32065,남친 나 잘ㅋㅋ.,맞춤형 진료군.
28511,ㄹㅇ 잡담인데 ㅋㅋ 남친이랑 싸울 일이 없는게 신기해 왜 싸우는지도 까먹음.,나도 일년반째 한번도 싸운적 없어서 전연애에선 뭣땜에 싸웟는지도 기억안남  어쩔땐 안싸우는게 좀 이상한거 같아.
13002,혼자 있을때도 행복한 사람이 연애하는게 맞다 하잖아.,나두그래 혼자하는거 개노잼되고 뭐든 애인하고하는게 재밌고 못고치고 걍 비슷한 성향 남자 만났어.
8266,연상 남친한테 계속 존댓말하는 여자도 있을까.,나 섞어씀 존대 반 반말 반 6살 차 근데 쭉 존대 쓰는 커플 많던데.
37097,남친이 섬세하고 말도 예쁘게 하는 편인데.,좋은사람 잘 만났넹.
21470,진짜 시간이 없어서 한달 뒤에나 볼수 있다는 말 어떻게 생각해.,나만날 시간만 없는거네.
26038,남자 앞에서 뚝딱이 되는 거 어케 해결하니.,나도 본문이었는데 걍 많이 부딪혀보고 시간이 .
31863,남친 집.,어 좀.
37433,남친이 특정 여사친 멀리하겠다고 했는데 딱히 차이가 없어서.,딱히 멀리할 생각이 없는듯.
30196,눈이 높은건 별게 아님.,맞아 근데 저거 다 맞아도 이상한 변수가 또 생겨서 싸우게 .
3711,헤어진지 한달 좀 넘었는데 전남친 왜 이러는걸까.,너무 의미부여하지마 익숙한 지역으로 여행간거고 걔도 맛있는 떡볶이를 먹으러간것뿐이야.
15456,오늘 애인 만나는 사람 손!!!!!!!! 다들 데이트 뭐해.,밥먹고 술마실 예.
27833,생리 일주일 밀리는 거 정상 아니지ㅜㅜ.,그럴수도 있음 나도 이번에 10일밀렸어.
35355,귀여워보이면 끝인거지.,ㅇㅇ 난 특히 밥 먹는게 귀엽고 이뻐 보이면 끝인거 같더라.
30244,결혼생각 없으면 놔주는게 답이지.,ㅇㅇ.
620,애인이 과거에 신천지였다는거 알게되면 계속 만날 수 있어.,난 못만날듯 다음엔 남묘호렌게쿄 이런거에 빠질지 어떻게 알아 난 그렇게 종교적으로 취약한 타입이 있다고 생각해서 못만날듯.
455,꿈에 나왔는데 너무 어이없어 ㅋㅋㅋ.,이건 현실같아.
15705,오늘 낮에 대구 호텔 정보 올려준 친구 덕분에 남친 생일 기념 호텔 예약했다! ㅋㅋ., 대구친구들 거기서 단체로 모이는거 아닌지몰라.
14675,남친 술마시러 가면 언제쯤 들어가냐고 물어봐.,엉 안물어봐 근데 동거면 물어볼것같음.
10825,많이 아프대서그래서 못 만난건 줄 알았거든.,어디가 아프다고 했길래.
