,title,comment
1456,아 진짜 화나는데.,ㅇㅇ.
1457,약간 호감가는 사람이랑 둘이서 보기로 했는데 작은 선물 줘도 될까.,약속 때 직접 만나서 하나 주는 거면 고.
1458,부천에 치킨 맛집 좀 알려주세요.,전 자담치킨좋아행ㄷ.
1459,어제 첨보는 여자애랑 술마셔서 조금 친해졌는데.,밥묵자.
1460,톡 답장이 되게 할말없게 오더라구요.,보통 카톡이 정확해요.
1461,뭔가 이상한데.,물어보세요 종교있냐고.
1462,그러고보니 연상갤에도 이태원 놀러간다는 사람 있었는데.,물어보세요 종교있냐고.
1463,혹시 수원 조용하고 괜찮은 밥집술집 추천 해주실 수 있나요.,광교 엘리웨이요.
1464,썸인지도 모르겠고.,너가 용기내서 만나자고해야지뭐 기다리기만하다가 흐지부지된당.
1465,좋아해서 너무 긴장해서 바보가 되버리는건 어케함.,너가 용기내서 만나자고해야지뭐 기다리기만하다가 흐지부지된당.
1466,얘기를 잘 들어주는 사람을 좋아한다고 하잔슴.,고맙다 미안하다는 말 안할때.
1467,여친 집 놀러가는데.,꽃이랑 과일 둘다.
1468,보드게임카페가 도대체 뭐하는곳인가요.,보드게임 하는곳이용.
1469,여친도 아니고 여사친이 왜 답장 늦게하냐거 하는데 할 말.,알빠노 고.
1470,여3 단톡방에서 이태원 얘기 나왔는데.,침묵은 금이다.
1471,여자들 좋은사람 이거 무슨 뜻 일까요.,계륵.
1472,여친이 편해서 그런건지 변한건지 질문.,님이 변한거 아닙니까.
1473,싱숭생숭해서 드라이브 하고 왔는데.,어디 한강.
1474,전여친과 술 먹은 친구.,좀 뭣같긴 할듯.
1475,나 연갤 한 3일만에 오는데 다들 괜찮은거지!.,나도 거의 한 1주일만에 왔는데 갑자기ㄷㄷㄷㄷ ㅜㅜㅜ.
1476,전여친에게 전화해도 되는건지.,하지마세요.
1477,성형했냐고 물어보는건.,남자가 물어보는 거는 또 다른 이유도 있을 수 있음.
1478,술 같이 마셨던 여자애한테 연락 어떻게 할까.,잇쇼니 사케 노무.
1479,지방사시는데 지금 놀러가신분.,집에 계세요.
1480,주말 약속 피하면 가망없는거죠.,보기만하면된거제.
1481,제 이상형이세요  남자한테 소개팅에서 말하면 X인가요.,숨길 필요까지는 없어도 왠만하면 돌려말하는게 좋긴하죠ㅎㅎㅎ.
1482,이거 짜증나는게 정상이에요.,애초에 밤새 술마시러 보낸게 잘못.
1483,관심있던 여자가 나한테 귓속말 했는데 못잊겠다.,아으 설레라.
1484,내가 안좋아하는사람이 계속 연락오는데 어케해야함.,가독성 ㅆㅎㅌㅊ 죄송합니다.
1485,얘 왜이리 눈치가없냐.,우웻.
1486,5년만에 만난 중학교 짝사랑.,어렵다.
1487,썸녀 선물.,어느정도 사이인지 잘모르겠는디 전 밥 한번 사줘 하고 데이트할듯.
1488,님들 여친이 대학동기 남자애랑 놀러 갔을 때.,거를년이지.
1489,여러명한테 호감가져도 고ㅊ.,금사빠이시군요.
1490,1년은 강제로 봐야할 사인데 좋아한다 피셜 띄우는거 오바.,응 하지마.
1491,여자랑 통화만 하면 잼병이되는데.,아무말.
1492,돈 아끼는 모습 보여주다가 썸녀한테 돈 쓰면 좋아하나요.,나이에따라 다를듯.
1493,진지한 관계일수록 여친 가슴성형 반대  이유 .,성형 자체에 거부감 있어하는 사람도 있고.
1494,이런거는 그냥 웃겨서 호감있는건가.,지금은 호감이 아니더라도 호감으로 충분히 이어갈수있을거같은뎅.
1495,여성분들 키 질문.,상위 4퍼안.
1496,예~전썸녀랑 현썸녀가 친구라서 차였음.,그냥  다음 상대 찾아보자.
1497,형냐들 팔자 필러 부작용 심함.,의사도 하지말라던데.
1498,맘에 드는 사람이랑 연락 하는법좀고수분들.,해장 하자고 하삼.
1499,할로원 때 이태원 썸녀랑 갈만 하려나.,어제갔는데 진짜 노노 사람 진짜 너무많음 그냥 많은게아니라 걷기가 힘든 수준 오늘가면 더심할듯 나라면 절대안갈것같애ㅋㅋㅋㅋ.
1500,연애를 오래 쉰 여자는 어떻게 꼬셔야 할까.,뭔가 이유가 있겠지ㅇㅇ.
1501,남자분들 전여친 현여친 비교하고 생각나고 그러나요.,모솔아다도 많아여ㅋ.
1502,자기 여자친구 친구들 노는 틈에 껴서 놀겠다고오는거 이상함.,뭐 이상할거까지야 있나 여자무리쪽이 괜찮다하면 상관없지 뭐.
1503,여자들이 교회 많이 다님.,우연.
1504,사내짝녀 선톡하려는데 뭐라함.,헤이.
1505,여자를 어디서 만나야 할까요.,영화관테마파크술집 알바.
1506,요즘 프렌드존 이라는 말 자주 쓰이던데.,아니 이성으로 호감표현이 없으니 그냥 친해지기만하는거지.
1507,소개팅 나가서 분위기 깨려고 이런거 하면 여자들 정색할까요.,CUTI해보세요!.
1508,여자친구 동생 수능보는데.,챙겨주고 싶으면 무난하게 초콜렛정도.
1509,기념일을 챙길 것인지 여자친구랑 얘기 하는게 좋을까요.,50일챙기면 피곤해집니다.
1510,술버릇 안 고쳐지는 여친.,그거 못고침.
1511,난 외모 안봐 하는 애한테 현실직시 할 수 있게 해줄 수 있는 말.,지가 안본다는데 왜.
1512,여친 선물로 파우치 생각한다면 얼마쯤 생각해야됨.,구찌.
1513,나 혼자만 좋아하는건가.,아니오.
1514,다시 연락해보는거 어떻게 생각함.,하셈ㅇㅇ 이미 이불킥 한번했는데 두번쯤이야.
1515,앞에 ㅍㅇ 이거 뜻이.,폭유.
1516,영어좀하시는분.,아니요 비꼬는거 아닙니다!.
1517,20살 술자리 빈도.,일주일에 한번이면 충분한거 같음.
1518,여자친구 머플러.,파란색 사주셈 그러고 싶어하는거 같아.
1519,여자친구 의심되서 미치겠다 나 의심병임.,여친이 새벽까지 회식하는거 신경쓰인다고 몇번 글 쓰셨던 분 맞음.
1520,소모임에서 만난 여자가 나한테 이렇게 말했으면 마음 없는걸로 받아들여야겠지.,보통은 그렇지 그래도 마음있으면 연락해봐.
1521,내가 알던 룸카페는 이런느낌이었는데.,둘 다 본 적이 없다 딱 중간정도.
1522,원나잇한 여자가 임신한거 같다고 연락왔었는데.,그냥 줘버려 개운하게.
1523,인간관계는 끼리끼리라던데.,끼리끼리라고 생각하겠죠.
1524,압구정압구정로데오에 맛집있나요 아님 가볼만한곳.,끼리끼리라고 생각하겠죠.
1525,저 진짜 이해가 안 돼서 이해시켜줄 사람.,예비번호 .
1526,내일 누나랑 2주만에 만나는데 어카지.,예비번호 .
1528,진짜 오늘만 글 썼다 지웠다 한 세네번 하는거같네 ㅋㅋㅋㅋㅋ.,걍쓰죠.
1529,내일 놀러갈곳 추천좀.,모텔.
1531,얘들아 나 점점 힘이 빠지는거 어카냐.,힘빠진다는게 죽는단얘기.
1532,자존감 적극성 관련 책 추천해주실 분 계신가요.,인간관계론.
1533,할로윈 지금부터 일요일까지 다할로윈이야.,월욜까지 할로윈이지 월욜이 할로윈인뎅ㅋㅋ.
1534,전화통화.,내일 또 저나하께.
1535,답장 안오면.,썸이 아니었을듯.
1536,여자친구 고모부 부고소식을 들었는데.,가도 되지않음.
1537,줫나 당황스럽다.,욕 안박은거만 해도 성인이십니다.
1538,멸치탈출하고 운동 아예안하면 어케됨.,돼지되요.
1539,여자친구랑 제주도 여행 경비.,항공먹고 경비 내라해.
1540,술만 먹으면 연락이 안되는 여자친구.,솔직히  나 꽐라여도  드문드문 자판 개같이 써도 연락은하는데  그거좀 이상하군.
1541,2만원 내외 여자 생일선물 추천해주세요.,치킨 깊카.
1542,외모질문.,일단은 호감형.
1543,맛있는 초콜릿 가게 추천 부탁드립니다 선생님들.,서울내 픽업 하면 로이스초콜릿이 그냥 무난무난 하고 다들 좋아하지않나.
1545,형님들 축의금 얼마 줘야하나요.,그냥 가는사람편에 5마넌 보내면안댐.
1546,남자 배에 털 제모.,배렛나루 안자랐으면 제모하기 귀찮음.
1547,웅웅이 토론거리가 됨.,아앙.
1548,결혼 하지마~ 하지말라면 하지마.,너스레떠는말같은딩.
1549,웅웅은 안쓰네.,~에 이모티콘 붙여줘야지ㅋ.
1550,손 다한증 있는 사람.,모르겠는데.
1551,간단하게 맥주 마시고 관계시 ㅂ고문제없나요.,맥주 한두잔은 고ㅊ.
1552,여친이 남자한테 브라질리언 왁싱 받겠다 하면 어떻게 하실.,절대노 여친쨈쥐나만볼거얀.
1553,선톡 받아보고 싶당.,ㅠㅠ.
1554,오늘 고백할 예정입니다.,오 썰좀ㅋ.
1555,근데 요즘 오락실 가면 뭐함.,유비트.
1556,타지역사는 여자애 질문.,애매하네.
1557,주변에 돌싱 있음.,그냥 똑같이삼.
1558,풀파티가면 남잔 뭐입어야함.,긴팔.
1559,나 내일 단체 미팅 나가는데.,감는게 좋디 냄시도 덜나고 살짝풀리면 자연스럽고.
1560,카톡 예약메세지 기능 뭐냐 나만 이제 알았음.,ㅋㅋㅋㅋ뒤에 내용 뭔데.
1561,다들 첫 데이트 때는 뭐했어요.,ㅅㅅ.
1563,강남 호텔 조선팰리스 vs 인터컨 파르나스 추천 부탁드립니다.,와 존나 비싸네 나같은 박봉은 손 떨리겟다.
1565,전여친 친구.,내가 난독인가 뭔소린지 잘 모르겠음.
1566,첫 소개팅 식당질문좀요.,국빱한그릇 해야겟네요.
1568,한일부부나 연인인 사람한테 궁금한것.,이건 궁금하네.
1570,숙소가격이 알아보는 방법에 따라 차이가 왜 클까.,각 업체마다 마진률이 달라서그래ㅇㅇ.
1571,여친 이상한팔로워 고민 아떻게해야댐.,미치기 직전이면 말하지말라고해도 언젠간 터질거같아여 ㅋㅋ.
1572,이건 100퍼 아님.,에이씨 뭐 좋다고 새벽에 펨코를 켜서.
1573,짝녀가 성탄절에 쉰다고 얘기해줬는데 한번 던져봐야될까.,넹 해보고 후회 고고.
1574,아 이직해야하나.,연애하려면 교대근무 때려쳐야함.
1575,여친이 할로윈에 에버랜드 간다는데.,음 진짜 보내주기 싫겠다.
1576,하소연 곧 헤어질 우리.,근데 왜 질투를 안해요 하는척이라도 했다면 좋았을거같은데.
1577,소개팅 후 오빠동생으로 남자는말은.,연락하지말잔소리 돌려한거아닌가요 만나면 인사만 하는사이.
1578,관심 있어하는 사람이.,노노 아직.
1579,피부미 시카크림 쓰시는분들 있으신가요.,하고싶은 대로 하면 됨.
1580,좋아하는 여자 스타일 뭐냐고 물어보면.,내옆에 있어주는 사람.
1581,아까 똥싸면서 뭐 마시는거 어떠냐고 물어본사람인데.,더럽다.
1582,똥 싸면서 뭐 마시는거 어떰.,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ.
1583,종교차이로 인한 헤어짐 결심.,난 종교는 진짜 싫어서 헤어질듯.
1584,소개팅 카페랑 밥 중에 뭐가 더 편하냐고 물어보는데.,둘다가죠!.
1585,생각할 시간을 갖자 하는 기간에.,보통은 이별 직전이죠.
1586,썸과 연애 다른게 어떤게 있을까요.,썸이랑 연애는 딱 한끝차간던데  오늘부터 1일이면 연애.
1587,하정우 닮은거면 잘생긴거임.,아니.
1588,여자친구는 아닌데 이성 동거인이야 근데 조모상당하면 부조금을 줄까 다른걸챙겨줄까요.,갔다오시는게 젤 좋긴한데 부의라도 하시면 성의는 표현하신거라 생각해요.
1589,담주 주말에 첫 소개팅이 잡혔습니다.,첫만남에 소개팅에서 뽀뽀요.
1590,아 댓글 열심히 썼더니 글 삭제하네.,ㅋㅋㅋ그럴때 은근 짜증남.
1591,나 읽씹한 적 없는데 왜 읽씹하냐는데.,본인이 하고 괜히 민망해서 그런거 아님.
1592,결국 남자가 우는것도 별반 다를거없는지.,ㅇㅇ.
1593,제잘못인가요.,저런.
1594,코고는 남자 어떻게 생각하시나요.,그거 이혼 사유에요.
1595,연락하는 사람한테 수술하는 거 뭐라고 둘러대야 됨.,ㅜ.
1596,자존감 키우는법좀.,거울.
1597,여자친구 만나는게 숙제 같아.,여친에게 너가 느낀 감정 전달하기.
1598,여자친구랑 관계가.,자기가 질문받는걸 부담스러워하면 안할수도있을듯.
1599,답장이 계속 오는것만으로도.,내용이 실한지도 중요ㅕ할듯.
1600,어떻해해야될지.,그러게 어떻해 해야할까.
1601,슬렌더 남자 vs 곰같은 남자.,여자마다 취향 갈리더라 ㅋㅋ.
1602,썸녀 끝났다고 생각햇는데.,마음 가는데로 하고 후회든 슬픔이든 느껴보는것도 경험임.
1603,첫경험 질문.,큰일나셨네.
1604,우울증 걸렸다 고친 사람.,내가 감히 조언과 이해를 한다고 이야기 할 수 없는 스토리인 거 같다.
1605,이거 여자도 나한테 어느정도 호감있는거임아니면 여자가이상한거냐.,이 짧은 글에서도 만나면 안될 포인트가 세개이상 나오는데 굳이 만나시려고요.
1606,아이폰 쓸 거 같이 생겼다가 플러스임.,별뜻 없을듯요.
1607,2달 된 여자친구 생일 이거 괜찮나요.,굿.
1608,5살 연상 결혼이 고민이 되네요.,마음맞으면 나이가 중요한가 싶음.
1609,공시중에 연애는 별로인가요.,할놈할 될놈될이긴 하지만 아무래도 안하는게 낫지.
1610,여자친구가 거슬려요.,음 보통 이런 경우는 티가 났다고 생각하는게 먼저가 아닐까 싶다.
1611,친누나 결혼식 축의금 받는역할 하기로 했는데.,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그러진 않지 않나 ㅋㅋㅋㅋ 일단 난 안받음.
1612,여행에서 만난 여자애 질문.,오면 밥사줄게 연락해.
1613,여자들중에 생각보다 동갑 연하 철벽치는 경우가 많은듯.,여자가 어릴수록 그런데 나이먹을수록 어린 남자 찾음ㅋㅋㅋㅋㅋㅋ.
1614,30대 초중반 남자 결혼예정 결혼 많이들 하셨나요.,제남편이 33살인디 친구들중에 결혼한사람 2명뿐임.
1615,여자친구 외조부모상 어떻게해야하나요.,약혼한 사이 아니면 돈만 보내고 위로의 말만 전함 괜히갔다가 나중에 혹여나 여친이랑 이별하면 여친입장에선 흑역사될수도 있어서.
1616,미팅 애프터 잡았는데 답장이 엄청 늦어요.,답장시간에 목매이지마라.
1617,카라반이나 글램핑장 추천좀 부탁들입니다.,근교인게 아쉽넹 ㅠㅠ 동해 망상 카라반도 예쁜데.
1618,관심있는 사람 선톡은 어케해야됨.,어떤 사인데용.
1619,전여친한테 내 번호 차단당했나 확인하고싶은데.,전화해봐ㅇㅇㅋ.
1620,아니 난 여사친이라도 두고싶은데.,넹.
1621,결혼전 동거 허락에 관해서.,여친이 그러길 원하면 그래야지.
1622,여친이 나보다 주량이 훨 쎄서 고민이다.,그 간 쓰레기 될때까지 들이키시면 늘긴 느는데 이건 방법이 간을 망치는 거라 비추.
1623,카톡에서 전화.,천천히 간보다가 고고.
1624,여친한테 생일선물받앗는데.,25만원 뭐임.
1625,심한 지루인데 병원가볼만한곳 없을까요.,그냥 비뇨기과 아무데나 가봐.
1626,백사널 사랑하지 않는 건 내 답안에 없어.,그냥 비뇨기과 아무데나 가봐.
1627,친구랑 좋아하는 사람이 겹쳐본 적 있으신가요.,이기적인 사람이 이기더라.
1628,여친이 펨코.,여친이 펨코를 하는구나닉은 절대 들키면 안되겠다정도.
1629,소개팅 삼프터하고 내가 깟는데.,외로워서그럼 날추우니.
1630,형님들 질문있는데요.,직진 고.
1631,연락텀은 얼마쯤 되야 관심있는거에요.,1시간내.
1632,모임에서 다들 말은 안해도 관심있는사람있는거임.,두 부류 사람 다 있음.
1633,질문이요!!!.,두 부류 사람 다 있음.
1634,카톡이나 인스타 프로필 애기때 사진인거 어때요.,너무 진부한데 초음파 사진은 어때요.
1635,모쏠인거 숨기냐 밝히냐.,난 모솔인 남자가 이상형인데.
1636,진짜 최근만난 존예 여차친구들 썰.,ㅋㅋㅋㅋㅋ.
1637,출산선물.,어느정도친한지에따라서.
1638,남자 수염자국 가리는거.,제모하시죠 제모하고 신세계를 보고있읍니다.
1639,남자들아 이남자 심리가 모임 대체.,뭐 남일이면 신경꺼야지.
1640,25살까지 모쏠문제 있나요.,근데 내생각은 흔한거같아.
1641,1주년 날 때 뭐할까요.,야스! 야스!.
1642,보고있으면 막 설레고 두근거린지는모르겟는데.,좋아하는거죠.
1643,주변 여자들이랑 연애 주제로 얘기 나누다 든 근본적인 의문.,모르는 사람들 태반이지 머.
1644,선톡 뭐라할지 ㅊㅊ좀.,자니.
1645,일끝나고 만나자하면 힘든가.,밤10시에 퇴근보다 다음날 언제출근하는데 그게 중요하지.
1646,피부하얀 개존예냐 극강의몸매에 마르고 귀염상이냐.,혹시 무슨 꿈 같은거 꾸셨나요.
1647,소개팅 늦은사람에게 장난쳐도될까요.,적당한 선이면 괜찮을듯.
1648,최근에 들은 외모칭찬.,아.
1649,목졸리는 성향.,그것만 있겠음ㅋㅋㅋ.
1650,공혁준한테 연애상담 함 받아보고 싶다.,머니게임이라는 특수한 환경도 분명 영향 주긴 하지 않았을까 싶음.
1651,남녀끼리 둘이서 하루종일 알바하면 서로 감정생길홛률 몇퍼인가요.,외모 등등 따라 너무 다른긋.
1652,극존칭 쓰던애가 반말하기 시작하면 좋은 징조임.,단답 수준이면 조 같은 건데~.
1653,정말 달라진 모습을 보여준다면 상대의 마음도 바뀔까요.,네 근데 먼저 바뀌고 연락하셔야지 먼저 바뀌겠다 말만하면 만나줄 지도 미지수인데다가 안바꼈다면 똑같은 결말에 영영 ㅂㅂ임.
1654,1주년 손편지 서로한테.,손이 가는대로 쓰세요 괜히 어설픈 미사여구 붙이지 말구요.
1655,꽃 선물 뭐가 좋을까요.,목화 겨울에 귀엽고 리시안셔스나 호접란 꽃말 좋음 목화랑 섞는거 어떰.
1656,100일 선물로 뭐가 좋을까.,아크네 목도리.
1657,여자 앞에서 너스레 떤다고 신천지 드립 치는 거 에바임.,아뇨 그딴소린 하지마시길.
1659,사람이 어떻게 집에만 있냐.,누가 밥사준다고 할때 뛰어나오는거면 돈이 없는거네.
1661,수원 인근 지역 갈 만한곳 있나요.,동탄.
1662,이중에서 이별을 통보한 사람은 누구인가요.,고 근데 헤어진 마당에 이런거 따지는게 무슨 의미가;.
1663,모솔 연애 40일차인데 끝이보이면.,데이트 재미없으심.
1664,강남 일대에 그나마 좀 조용한 곳이 어딘가어.,가격대는요.
1665,에프터 질문 입니다.,그걸 부담으로 느껴버리면 어차피 답이 없는거라.
1666,보통 일하는 시간대에는 카톡텀 얼마정도인가요.,출근전 한번 밥먹을때 한번 퇴근후 한번.
1667,결혼은 언제하는거좋아요.,난 빨리 하는게 좋다고 생각함.
1668,본인 28인데 처음으로 연상녀랑 썸타고 있어요.,굿!!.
1669,이정도면 ㅁㅌㅊ.,ㅅㅌㅊ.
1670,29살 커플링 만드는건 별로임.,결혼할거면 안해도 될거 같은데.
1671,고3 소개받았는데 조언좀 해주세요.,이번주.
1672,카톡으로 할말없는거 나만 그런가싶음.,나도 그럼.
1673,근데 상대한테 과거 상처같은거 얘기하는게 중요할까.,당연히 얘기해야지 좋아하는것보다 싫어하는건 더더욱얘기해야됨.
1674,재회 2트.,당연히 얘기해야지 좋아하는것보다 싫어하는건 더더욱얘기해야됨.
1675,제가 보수적인건가요.,네.
1676,보고싶다라고 하는거 좀 부담되나.,보고싶다 대신 아직은 오늘 볼래 이런 식으로 표현하는게 더 좋지 않을까.
1677,나 외모 많이 본는걸까.,보통이지.
1678,소개팅어플로 매칭된 여자가 2명있는데.,만나봐야 뭐라도 됨.
1679,고ㅅ보여주고.,이상한사람.
1680,소개팅 약속 잡는 도중에 읽씹은 도대체 뭐야.,사진 보여줌.
1681,근데 어느정도 여자랑 어울리려면 씹게이 화 되야 할 필요가 있음.,너 그런거 못먹어.
1682,다시 연락 해도 될까요ㅠㅜ.,계속 돌려서 거절하시는거 같은데요 그만하시는게.
1683,여자랑 단둘이 고기집을갔는데.,붙어잇고싶어서.
1684,인스타에서 맘에드는사람 연락가능요.,나도 받긴했는데 팔로잉 목록이 다 여자였음걍 믿지마.
1685,11월말에 200일이고 그 다음달 크리스마슨데.,아 돈마니 깨지것네 200일은 작게 넘어가자고 하면화냄.
1686,나이도 먹었고 연애도 심심찮게 해봤는데.,내가조아하면 떨리더라 ㅎㅎ.
1687,얼굴 안보고 느낌 본다는건 무슨뜻이야.,나랑잘어울릴지 본다는거아니겟음.
1688,스터디카페 옆자리.,아닌거 알잖아요.
1689,님들 여친 생일이나 기념일에 손편지 써줌.,손편지 필수지ㅋㅋ.
1690,여친 생일 선물 예산 고민.,20대 초반에 20은 좀 과한듯 선물식사 15만원 안 쪽에서 해결하면 좋을듯!.
1691,어떤게 맞는걸까요.,하고 싶은대로 하세요.
1692,결혼앞둔 예비 부부 입니다.,물어봐 ㅋㅋㅋ 뭐라 대답할지 궁금.
1693,여친은 좋은데 성향차이 너무 많이남ㅠ.,와 나같으면 못버티긴하겟다 ㅋㅋㅋㅋ 30분거리도 아니고 1시간 30분거리면 ㅋㅋㅋ.
1694,다들 헤어진후에.,시간이 답이더라구요.
1695,진짜 에타가 제일 최고인거같다.,ㅇㅅㅇ.
1696,여자친구 만나는건 좋은데 데이트 비용 너무 나간다 ㅋㅋㅋ.,자취가 오히려 덜 들수도있음 매주 주말마다 모텔가는데 이것도 부담 엄청된다.
1697,커플 네컷사진 포즈 장인들 있음.,토심네컷 고고.
1698,여자 3이랑 놀이공원 가면 뭐 챙겨가야 센스있다는 소리.,물티슈 보조배터리  요새 추우니까 핫팩.
1699,유튜브 보다가 갑자기 떠오른건데.,고백해서 고소라니 참ㅋㅋ.
1700,직장인님들 이번 크리스마스 일요일인데.,당연히 2425 가는날 잡는게 국룰 아니었음.
1701,300일 선물추천좀.,지브리 피규어퍼즐.
1702,짝녀가 눈썹 깎아준다는데.,친밀도 높은거지.
1703,안경 쓰고도 훈훈한 남자는.,넹.
1704,권태기 때 시간 갖자하면 원래 다른 사람 만나는거임.,깔끔하게 헤어지고 다른 사람이랑 연락하는 게 나을듯.
1705,카톡 메세지 꾸욱 눌러서 하트 계속 주는거 그린라이트지.,그린라이트 맞음 당장 고백 고고.
1706,여자친구가 서운해 하는 거 같아요.,우연히 새벽에 깻는데 쪽지를 두고 간 부분부터는 이해가 잘 안되긴하는데 암튼 낮잠1시간 자서 서운할꺼다 지레짐작 하지마시고 꾸준히 한번 물어보세요 낮잠 1시간 자는동안 집안에서 뭐 오해할만한걸 찾았나.
1707,26살 모쏠인데 머리스타일 추천좀 부탁해요!.,패갤와라.
1708,브라렛은 상대방이 벗겨주기 어려운 거 맞냐.,훌러덩 위로 제껴버려.
1709,남자 코수술 이번에 하는뎅.,아무래도 그런건 수술 많이해본 원장님 따르시는게 효과는 좋을수도.
1710,어플인스타번호 및 카톡.,ㅇㅇ.
1712,최근 연애 모두 100일 전후로 헤어지네.,나폴레옹이네.
1713,약으로 생리날 조절이 가능함.,아마 경구피임약일건데 머시론 같은거.
1714,올해 크리스마스 계획 자랑 부탁.,이런글 쓰면 또 뇌절파티 시작됨.
1715,이정도면 빼박 아닌가싶은데.,요즘 애들은 호감 안받으면 안좋게 소문내나요.
1716,헤어스프레이 가스형 안좋음.,탈모가 이게 참 뭘 해도 올 사람은 오고 ㅋㅋ 안 올 사람은 안 오던데.
1717,안산안양 에프터 할만한 적당한 장소 있을까요  .,안산 맛집 많잖음ㅋ.
1718,여친 1주년 선물 5만원짜리 어떤게 좋을까.,요즘 물가 올라서 5만원이면 바지 하나도 못사더라 립스틱.
1719,이성적으로 호감있는건지 여동생으로 보는건지 아는법.,일단 고백박아보고 반응을 보죠ㅇㅇ.
1720,어장관리 하는 이성 vs 연락 잘 안되는 이성.,닥후지ㅇㅇ  근데 보통 저 두개 겹치더라ㅋ.
1721,님들 눈밑 눌러서 애굣살 비스무리하게 만드는거.,인공적으로 그게 가능함.
1722,나에게 계속 여지를 주는 느낌이 확 왔는데.,지금까지 무조건 고백받아서 사겼는데 주말에 밥먹자고 먼저 연락오면 거의 90%임.
1723,왁싱 질문.,아맛 하긴하는데 요즘은 많이들하니까 고ㅊ을듯 하드왁싱보단 슈가왁싱 추천하고 슈가왁싱보단 레이저 제모 추천 ㅋㅋ.
1724,확실히 외국인이랑 사귀는 건 너무 어렵다.,저는 외국인과 결혼합니다 이번주 토요일성공사례도 많으니 힘냅시다.
1725,친구 스토리 보다가 그 친구의 친구 인스타 들어가서 봤는데.,도와주십쇼 형들 뭔가 제 앞에 김민재가 있는 느낌입니다 ㅜㅜ 기가막힌 아이디어로 뚫어주실 분.
1726,살빼고싶은데 여친이 좀더 찌라고 하네요.,174에 61kg멸치입니다 살좀 나눠주십시오.
1727,우유부단하고 거절장애성격 고치는법.,이런건 혈 뚫어야함 이런게 겁을 먹고 있는거거든 내가 거절하면 저 사람이랑은 영영 ㅂㅂ 아닐까 이런 그냥 한번 딱 마음먹고 거절하고 아무런 일 없다는걸 깨달으면 그게 잘 됨 내가 그랬음.
1728,뭐가 더 나쁨 폰 훔쳐본거 vs 몰래 환승준비.,이건 닥후지 이미 다른여자 번호따는 사람한테 사랑 줘봤자 뭐함ㅋㅋ.
1729,혹시 교회에서 같이 사귀는 사람 있음.,주선자: 지져스.
1730,카톡이 너무 잘되서 불안해요.,마음에 안들어하면 인연이 아닌거지 머 걱정한다고 바뀌는 거 하나 없으니깐 그냥 지금 카톡 잘되는 상황을 긍정적으로 생각해 ㅎㅎ.
1731,헤어지기 싫다.,마음에 안들어하면 인연이 아닌거지 머 걱정한다고 바뀌는 거 하나 없으니깐 그냥 지금 카톡 잘되는 상황을 긍정적으로 생각해 ㅎㅎ.
1732,데이트 비용 관련해서 질문있는데요.,비스니즈같아 차라리 더치를 하는게 어때.
1733,케이크 크기 질문.,비스니즈같아 차라리 더치를 하는게 어때.
1734,만나자고하면서 자기는 절대 우리집으로안옴.,이상한데거리두셈사고칠거같음.
1735,니들같으면 알콜센터 다녀올정도의 여자를 소개받았는데.,병원을 보내야지.
1736,20대 후반이 되니까 느끼는 거.,마음의양식.
1737,여사친과 썸.,뽀뽀하고 싶으면 썸.
1738,여사친 키스 모른척.,술김에 한걸수도.
1739,선물 서로 퉁치자는거별료인가요.,서로 합의되면 상관없지.
1740,연락 끊긴 전여친이랑 보통 다시 어케 연락함.,보통 그러면서 헤어지지.
1741,남자들 겨울여친룩 뭐 좋아해.,겨울 여친룩이 머머있지.
1742,지방러는 할로윈때 어디가야재밌음.,우리 아파트 단지 오실 할로윈 파티 29날 한대여.
1743,이성친구 연락 못하게 하는 애인은 거르는게 맞는것같음.,자기도 아예 안 하면 모르겠는데 일방적으로 요구만 하면 ㅋㅋ 내로남불 뭐지.
1744,폰 배경사진에 남녀조그마한캐릭터사진있으먼.,저걸보고어캐암.
1745,싫은소리나 힘들다고할때 뭐라고 해줘야할까요.,우는 표시 보내 ㅋㅋㅋㅋ.
1746,여자3 이랑 에버랜드 가는데 그중에 짝녀가 있어요.,계획대로 되면 어필되겠죠 그런데 그날 워낙 붐벼서 쉽진 않을거 같아용.
1747,여자들 서운한거 어떻게 함.,몇살몇살.
1748,룸메한테 연락하는 썸녀.,룸메 니가 볼때 좀 생겼냐.
1749,내가 존나 변태같다고 느끼는게.,헉.
1750,결혼하셨거나 결혼얘기가 진지하게 나오고있는 20후반30초반 분들 질문좀.,잘 해낼 수 있을거라는 자신이 없구나 아직 힘내.
1751,근데 애프터때 뭔 얘기 함.,연애관 이상형.
1752,영어 교양수업듣는데.,그냥 아무 의미 없는거같은데.
1753,여자 친구가 너무 보고 싶은데 퇴근할 때 자취방 가도 될까.,둘 사이가 어떤 지 몰라서 이야기를 못할 듯.
1754,남자 셀프 왁싱 해본사람 있음.,수염보다 밑에가 덜 아파요.
1755,남자 브라질리언 왁싱 여자 왁서 선호 이유가 뭔가요.,남자가 만지는게 싫어서.
1757,33살모쏠입니다 진지하게 조언좀 부탁드립니다.,카톡프사는 어떻게 아신거죠.
